log_id,user_id,family_id,appliance_id,appliance_type,device_name,event_type,action_type,operation_state,mode,started_at,ended_at,usage_date,duration_minutes,energy_kwh,error_code,source,dataset_split,period_label,expected_base_cycle_days,expected_changed_cycle_days,expected_base_daily_frequency,expected_changed_daily_frequency,expected_change_type,created_at
TRAIN_000057706,U090,F090,F090_WASHER,washer,F090_washer,usage,start,completed,cotton,2025-04-16T19:41:00+09:00,2025-04-16T20:44:00+09:00,2025-04-16,63,0.544,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,2,interval_and_frequency_change,2025-04-16T20:44:00+09:00
TRAIN_000032613,U051,F051,F051_DISHWASHER,dishwasher,F051_dishwasher,usage,start,completed,intensive,2025-04-16T19:42:00+09:00,2025-04-16T21:00:00+09:00,2025-04-16,78,0.945,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T21:00:00+09:00
TRAIN_000040485,U063,F063,F063_WASHER,washer,F063_washer,usage,start,completed,cotton,2025-04-16T19:42:00+09:00,2025-04-16T20:42:00+09:00,2025-04-16,60,0.633,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T20:42:00+09:00
TRAIN_000045615,U071,F071,F071_WASHER,washer,F071_washer,usage,start,completed,delicate,2025-04-16T19:42:00+09:00,2025-04-16T20:50:00+09:00,2025-04-16,68,0.599,,multi_family_synthetic_thinq_like_log,train,base_routine,3,3,1,1,none,2025-04-16T20:50:00+09:00
TRAIN_000044806,U070,F070,F070_DISHWASHER,dishwasher,F070_dishwasher,usage,start,completed,quick,2025-04-16T19:44:00+09:00,2025-04-16T21:14:00+09:00,2025-04-16,90,0.933,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-04-16T21:14:00+09:00
TRAIN_000022564,U035,F035,F035_DRYER,dryer,F035_dryer,usage,start,completed,bedding_dry,2025-04-16T19:45:00+09:00,2025-04-16T20:51:00+09:00,2025-04-16,66,0.988,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T20:51:00+09:00
TRAIN_000011937,U019,F019,F019_DISHWASHER,dishwasher,F019_dishwasher,usage,start,completed,quick,2025-04-16T19:49:00+09:00,2025-04-16T21:19:00+09:00,2025-04-16,90,0.882,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T21:19:00+09:00
TRAIN_000065862,U104,F104,F104_DISHWASHER,dishwasher,F104_dishwasher,usage,start,completed,intensive,2025-04-16T19:58:00+09:00,2025-04-16T21:22:00+09:00,2025-04-16,84,0.765,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,2,interval_and_frequency_change,2025-04-16T21:22:00+09:00
TRAIN_000058170,U091,F091,F091_DISHWASHER,dishwasher,F091_dishwasher,usage,start,completed,intensive,2025-04-16T20:09:00+09:00,2025-04-16T21:28:00+09:00,2025-04-16,79,0.912,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,interval_and_frequency_change,2025-04-16T21:28:00+09:00
TRAIN_000012774,U020,F020,F020_WASHER,washer,F020_washer,usage,start,completed,cotton,2025-04-16T20:11:00+09:00,2025-04-16T21:05:00+09:00,2025-04-16,54,0.703,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T21:05:00+09:00
TRAIN_000051820,U081,F081,F081_DISHWASHER,dishwasher,F081_dishwasher,usage,start,completed,quick,2025-04-16T20:15:00+09:00,2025-04-16T21:42:00+09:00,2025-04-16,87,1.01,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-04-16T21:42:00+09:00
TRAIN_000052103,U081,F081,F081_DRYER,dryer,F081_dryer,usage,start,completed,normal_dry,2025-04-16T20:15:00+09:00,2025-04-16T21:46:00+09:00,2025-04-16,91,1.349,,multi_family_synthetic_thinq_like_log,train,base_routine,3,3,1,1,none,2025-04-16T21:46:00+09:00
TRAIN_000000483,U001,F001,F001_WASHER,washer,F001_washer,usage,start,completed,bedding,2025-04-16T20:17:00+09:00,2025-04-16T21:41:00+09:00,2025-04-16,84,0.721,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T21:41:00+09:00
TRAIN_000036450,U057,F057,F057_DISHWASHER,dishwasher,F057_dishwasher,usage,start,completed,intensive,2025-04-16T20:17:00+09:00,2025-04-16T21:38:00+09:00,2025-04-16,81,1.391,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T21:38:00+09:00
TRAIN_000048903,U076,F076,F076_DRYER,dryer,F076_dryer,usage,start,completed,normal_dry,2025-04-16T20:17:00+09:00,2025-04-16T21:46:00+09:00,2025-04-16,89,1.185,,multi_family_synthetic_thinq_like_log,train,base_routine,3,3,1,1,none,2025-04-16T21:46:00+09:00
TRAIN_000032898,U051,F051,F051_DRYER,dryer,F051_dryer,usage,start,completed,bedding_dry,2025-04-16T20:18:00+09:00,2025-04-16T21:41:00+09:00,2025-04-16,83,1.276,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T21:41:00+09:00
TRAIN_000055883,U087,F087,F087_DRYER,dryer,F087_dryer,usage,start,completed,normal_dry,2025-04-16T20:19:00+09:00,2025-04-16T21:48:00+09:00,2025-04-16,89,0.916,,multi_family_synthetic_thinq_like_log,train,base_routine,3,3,1,1,none,2025-04-16T21:48:00+09:00
TRAIN_000029418,U046,F046,F046_DISHWASHER,dishwasher,F046_dishwasher,usage,start,completed,standard,2025-04-16T20:24:00+09:00,2025-04-16T21:52:00+09:00,2025-04-16,88,0.937,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T21:52:00+09:00
TRAIN_000069011,U110,F110,F110_WASHER,washer,F110_washer,usage,start,completed,cotton,2025-04-16T20:25:00+09:00,2025-04-16T21:28:00+09:00,2025-04-16,63,0.705,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T21:28:00+09:00
TRAIN_000002917,U005,F005,F005_DISHWASHER,dishwasher,F005_dishwasher,usage,start,completed,intensive,2025-04-16T20:30:00+09:00,2025-04-16T21:16:00+09:00,2025-04-16,46,0.733,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T21:16:00+09:00
TRAIN_000066509,U105,F105,F105_WASHER,washer,F105_washer,usage,start,completed,quick_wash,2025-04-16T20:30:00+09:00,2025-04-16T21:43:00+09:00,2025-04-16,73,0.484,,multi_family_synthetic_thinq_like_log,train,base_routine,3,3,1,1,interval_change,2025-04-16T21:43:00+09:00
TRAIN_000014569,U023,F023,F023_DISHWASHER,dishwasher,F023_dishwasher,usage,start,completed,standard,2025-04-16T20:31:00+09:00,2025-04-16T21:31:00+09:00,2025-04-16,60,1.239,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T21:31:00+09:00
TRAIN_000009403,U015,F015,F015_DISHWASHER,dishwasher,F015_dishwasher,usage,start,completed,quick,2025-04-16T20:33:00+09:00,2025-04-16T21:49:00+09:00,2025-04-16,76,0.796,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T21:49:00+09:00
TRAIN_000035453,U055,F055,F055_DRYER,dryer,F055_dryer,usage,start,completed,speed_dry,2025-04-16T20:33:00+09:00,2025-04-16T22:22:00+09:00,2025-04-16,109,1.351,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T22:22:00+09:00
TRAIN_000014096,U022,F022,F022_WASHER,washer,F022_washer,usage,start,completed,bedding,2025-04-16T20:35:00+09:00,2025-04-16T21:28:00+09:00,2025-04-16,53,0.684,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T21:28:00+09:00
TRAIN_000054510,U085,F085,F085_WASHER,washer,F085_washer,usage,start,completed,quick_wash,2025-04-16T20:36:00+09:00,2025-04-16T21:40:00+09:00,2025-04-16,64,0.605,,multi_family_synthetic_thinq_like_log,train,base_routine,3,3,1,1,none,2025-04-16T21:40:00+09:00
TRAIN_000031526,U049,F049,F049_WASHER,washer,F049_washer,usage,start,completed,delicate,2025-04-16T20:42:00+09:00,2025-04-16T21:40:00+09:00,2025-04-16,58,0.49,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T21:40:00+09:00
TRAIN_000044161,U069,F069,F069_DISHWASHER,dishwasher,F069_dishwasher,usage,start,completed,standard,2025-04-16T20:42:00+09:00,2025-04-16T22:10:00+09:00,2025-04-16,88,1.07,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-04-16T22:10:00+09:00
TRAIN_000055608,U087,F087,F087_DISHWASHER,dishwasher,F087_dishwasher,usage,start,completed,quick,2025-04-16T20:42:00+09:00,2025-04-16T22:24:00+09:00,2025-04-16,102,0.935,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-04-16T22:24:00+09:00
TRAIN_000050812,U079,F079,F079_DRYER,dryer,F079_dryer,usage,start,completed,normal_dry,2025-04-16T20:44:00+09:00,2025-04-16T22:01:00+09:00,2025-04-16,77,1.363,,multi_family_synthetic_thinq_like_log,train,base_routine,3,3,1,1,none,2025-04-16T22:01:00+09:00
TRAIN_000063543,U099,F099,F099_DRYER,dryer,F099_dryer,usage,start,completed,bedding_dry,2025-04-16T20:44:00+09:00,2025-04-16T22:27:00+09:00,2025-04-16,103,1.567,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,2,interval_and_frequency_change,2025-04-16T22:27:00+09:00
TRAIN_000001888,U003,F003,F003_DRYER,dryer,F003_dryer,usage,start,completed,speed_dry,2025-04-16T20:45:00+09:00,2025-04-16T22:05:00+09:00,2025-04-16,80,0.856,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T22:05:00+09:00
TRAIN_000007085,U011,F011,F011_DRYER,dryer,F011_dryer,usage,start,completed,normal_dry,2025-04-16T20:45:00+09:00,2025-04-16T22:07:00+09:00,2025-04-16,82,1.38,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T22:07:00+09:00
TRAIN_000015212,U024,F024,F024_DISHWASHER,dishwasher,F024_dishwasher,usage,start,completed,intensive,2025-04-16T20:48:00+09:00,2025-04-16T22:11:00+09:00,2025-04-16,83,0.965,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T22:11:00+09:00
TRAIN_000037739,U059,F059,F059_DISHWASHER,dishwasher,F059_dishwasher,usage,start,completed,standard,2025-04-16T20:48:00+09:00,2025-04-16T22:02:00+09:00,2025-04-16,74,1.104,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T22:02:00+09:00
TRAIN_000008277,U013,F013,F013_WASHER,washer,F013_washer,usage,start,completed,delicate,2025-04-16T20:50:00+09:00,2025-04-16T21:34:00+09:00,2025-04-16,44,0.57,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T21:34:00+09:00
TRAIN_000042517,U066,F066,F066_DRYER,dryer,F066_dryer,usage,start,completed,speed_dry,2025-04-16T20:50:00+09:00,2025-04-16T22:37:00+09:00,2025-04-16,107,0.976,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T22:37:00+09:00
TRAIN_000012876,U020,F020,F020_DRYER,dryer,F020_dryer,usage,start,completed,bedding_dry,2025-04-16T20:53:00+09:00,2025-04-16T22:12:00+09:00,2025-04-16,79,1.093,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T22:12:00+09:00
TRAIN_000036096,U056,F056,F056_DRYER,dryer,F056_dryer,usage,start,completed,speed_dry,2025-04-16T20:53:00+09:00,2025-04-16T22:41:00+09:00,2025-04-16,108,1.333,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T22:41:00+09:00
TRAIN_000005021,U008,F008,F008_WASHER,washer,F008_washer,usage,start,completed,bedding,2025-04-16T20:54:00+09:00,2025-04-16T22:23:00+09:00,2025-04-16,89,0.726,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T22:23:00+09:00
TRAIN_000045443,U071,F071,F071_DISHWASHER,dishwasher,F071_dishwasher,usage,start,completed,quick,2025-04-16T20:56:00+09:00,2025-04-16T22:18:00+09:00,2025-04-16,82,1.244,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-04-16T22:18:00+09:00
TRAIN_000026824,U042,F042,F042_DISHWASHER,dishwasher,F042_dishwasher,usage,start,completed,quick,2025-04-16T21:01:00+09:00,2025-04-16T22:38:00+09:00,2025-04-16,97,0.912,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T22:38:00+09:00
TRAIN_000035182,U055,F055,F055_DISHWASHER,dishwasher,F055_dishwasher,usage,start,completed,intensive,2025-04-16T21:01:00+09:00,2025-04-16T22:40:00+09:00,2025-04-16,99,0.87,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T22:40:00+09:00
TRAIN_000013253,U021,F021,F021_DISHWASHER,dishwasher,F021_dishwasher,usage,start,completed,quick,2025-04-16T21:04:00+09:00,2025-04-16T22:22:00+09:00,2025-04-16,78,0.845,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T22:22:00+09:00
TRAIN_000043524,U068,F068,F068_DISHWASHER,dishwasher,F068_dishwasher,usage,start,completed,quick,2025-04-16T21:06:00+09:00,2025-04-16T22:26:00+09:00,2025-04-16,80,0.863,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-04-16T22:26:00+09:00
TRAIN_000046346,U072,F072,F072_DRYER,dryer,F072_dryer,usage,start,completed,bedding_dry,2025-04-16T21:07:00+09:00,2025-04-16T22:31:00+09:00,2025-04-16,84,0.905,,multi_family_synthetic_thinq_like_log,train,base_routine,3,3,1,1,none,2025-04-16T22:31:00+09:00
TRAIN_000007450,U012,F012,F012_DISHWASHER,dishwasher,F012_dishwasher,usage,start,completed,quick,2025-04-16T21:09:00+09:00,2025-04-16T22:37:00+09:00,2025-04-16,88,0.837,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T22:37:00+09:00
TRAIN_000040301,U063,F063,F063_DISHWASHER,dishwasher,F063_dishwasher,usage,start,completed,intensive,2025-04-16T21:11:00+09:00,2025-04-16T22:27:00+09:00,2025-04-16,76,1.046,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T22:27:00+09:00
TRAIN_000003541,U006,F006,F006_DISHWASHER,dishwasher,F006_dishwasher,usage,start,completed,intensive,2025-04-16T21:12:00+09:00,2025-04-16T22:38:00+09:00,2025-04-16,86,0.858,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T22:38:00+09:00
TRAIN_000024886,U039,F039,F039_DISHWASHER,dishwasher,F039_dishwasher,usage,start,completed,quick,2025-04-16T21:14:00+09:00,2025-04-16T22:36:00+09:00,2025-04-16,82,0.717,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T22:36:00+09:00
TRAIN_000065592,U103,F103,F103_DRYER,dryer,F103_dryer,usage,start,completed,speed_dry,2025-04-16T21:15:00+09:00,2025-04-16T22:37:00+09:00,2025-04-16,82,1.306,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T22:37:00+09:00
TRAIN_000053972,U084,F084,F084_DRYER,dryer,F084_dryer,usage,start,completed,speed_dry,2025-04-16T21:20:00+09:00,2025-04-16T22:36:00+09:00,2025-04-16,76,1.575,,multi_family_synthetic_thinq_like_log,train,base_routine,3,3,1,1,none,2025-04-16T22:36:00+09:00
TRAIN_000030076,U047,F047,F047_DISHWASHER,dishwasher,F047_dishwasher,usage,start,completed,intensive,2025-04-16T21:22:00+09:00,2025-04-16T22:19:00+09:00,2025-04-16,57,1.048,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T22:19:00+09:00
TRAIN_000047352,U074,F074,F074_DISHWASHER,dishwasher,F074_dishwasher,usage,start,completed,standard,2025-04-16T21:24:00+09:00,2025-04-16T22:43:00+09:00,2025-04-16,79,0.948,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-04-16T22:43:00+09:00
TRAIN_000065068,U102,F102,F102_DRYER,dryer,F102_dryer,usage,start,completed,normal_dry,2025-04-16T21:26:00+09:00,2025-04-16T23:10:00+09:00,2025-04-16,104,0.892,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T23:10:00+09:00
TRAIN_000002252,U004,F004,F004_DISHWASHER,dishwasher,F004_dishwasher,usage,start,completed,standard,2025-04-16T21:28:00+09:00,2025-04-16T23:02:00+09:00,2025-04-16,94,0.787,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T23:02:00+09:00
TRAIN_000049267,U077,F077,F077_DISHWASHER,dishwasher,F077_dishwasher,usage,start,completed,intensive,2025-04-16T21:29:00+09:00,2025-04-16T23:10:00+09:00,2025-04-16,101,0.773,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-04-16T23:10:00+09:00
TRAIN_000053073,U083,F083,F083_DISHWASHER,dishwasher,F083_dishwasher,usage,start,completed,standard,2025-04-16T21:32:00+09:00,2025-04-16T22:45:00+09:00,2025-04-16,73,1.239,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-04-16T22:45:00+09:00
TRAIN_000067096,U106,F106,F106_DRYER,dryer,F106_dryer,usage,start,completed,speed_dry,2025-04-16T21:32:00+09:00,2025-04-16T22:58:00+09:00,2025-04-16,86,1.378,,multi_family_synthetic_thinq_like_log,train,base_routine,3,5,1,1,interval_change,2025-04-16T22:58:00+09:00
TRAIN_000013548,U021,F021,F021_DRYER,dryer,F021_dryer,usage,start,completed,speed_dry,2025-04-16T21:35:00+09:00,2025-04-16T23:05:00+09:00,2025-04-16,90,1.267,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T23:05:00+09:00
TRAIN_000019107,U030,F030,F030_DISHWASHER,dishwasher,F030_dishwasher,usage,start,completed,intensive,2025-04-16T21:35:00+09:00,2025-04-16T23:07:00+09:00,2025-04-16,92,1.142,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T23:07:00+09:00
TRAIN_000041571,U065,F065,F065_DISHWASHER,dishwasher,F065_dishwasher,usage,start,completed,standard,2025-04-16T21:37:00+09:00,2025-04-16T22:51:00+09:00,2025-04-16,74,0.662,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T22:51:00+09:00
TRAIN_000012596,U020,F020,F020_DISHWASHER,dishwasher,F020_dishwasher,usage,start,completed,intensive,2025-04-16T21:42:00+09:00,2025-04-16T22:41:00+09:00,2025-04-16,59,0.98,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T22:41:00+09:00
TRAIN_000021636,U034,F034,F034_DISHWASHER,dishwasher,F034_dishwasher,usage,start,completed,quick,2025-04-16T21:42:00+09:00,2025-04-16T22:44:00+09:00,2025-04-16,62,0.918,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T22:44:00+09:00
TRAIN_000035823,U056,F056,F056_DISHWASHER,dishwasher,F056_dishwasher,usage,start,completed,quick,2025-04-16T21:45:00+09:00,2025-04-16T23:09:00+09:00,2025-04-16,84,0.936,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T23:09:00+09:00
TRAIN_000067377,U107,F107,F107_DISHWASHER,dishwasher,F107_dishwasher,usage,start,completed,standard,2025-04-16T21:46:00+09:00,2025-04-16T23:16:00+09:00,2025-04-16,90,1.383,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,interval_and_frequency_change,2025-04-16T23:16:00+09:00
TRAIN_000060980,U095,F095,F095_DRYER,dryer,F095_dryer,usage,start,completed,speed_dry,2025-04-16T21:48:00+09:00,2025-04-16T23:06:00+09:00,2025-04-16,78,1.091,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,2,interval_and_frequency_change,2025-04-16T23:06:00+09:00
TRAIN_000034531,U054,F054,F054_DISHWASHER,dishwasher,F054_dishwasher,usage,start,completed,intensive,2025-04-16T21:50:00+09:00,2025-04-16T23:36:00+09:00,2025-04-16,106,0.939,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T23:36:00+09:00
TRAIN_000046076,U072,F072,F072_DISHWASHER,dishwasher,F072_dishwasher,usage,start,completed,quick,2025-04-16T21:51:00+09:00,2025-04-16T23:12:00+09:00,2025-04-16,81,1.004,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-04-16T23:12:00+09:00
TRAIN_000062010,U097,F097,F097_DISHWASHER,dishwasher,F097_dishwasher,usage,start,completed,intensive,2025-04-16T21:52:00+09:00,2025-04-16T23:22:00+09:00,2025-04-16,90,1.242,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,interval_and_frequency_change,2025-04-16T23:22:00+09:00
TRAIN_000033901,U053,F053,F053_DISHWASHER,dishwasher,F053_dishwasher,usage,start,completed,intensive,2025-04-16T21:54:00+09:00,2025-04-16T22:55:00+09:00,2025-04-16,61,1.14,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T22:55:00+09:00
TRAIN_000004190,U007,F007,F007_DISHWASHER,dishwasher,F007_dishwasher,usage,start,completed,intensive,2025-04-16T21:55:00+09:00,2025-04-16T23:13:00+09:00,2025-04-16,78,0.879,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T23:13:00+09:00
TRAIN_000056247,U088,F088,F088_DISHWASHER,dishwasher,F088_dishwasher,usage,start,completed,standard,2025-04-16T21:56:00+09:00,2025-04-16T23:20:00+09:00,2025-04-16,84,1.107,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-04-16T23:20:00+09:00
TRAIN_000041215,U064,F064,F064_DRYER,dryer,F064_dryer,usage,start,completed,speed_dry,2025-04-16T21:59:00+09:00,2025-04-16T23:46:00+09:00,2025-04-16,107,0.778,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T23:46:00+09:00
TRAIN_000051173,U080,F080,F080_DISHWASHER,dishwasher,F080_dishwasher,usage,start,completed,quick,2025-04-16T21:59:00+09:00,2025-04-16T22:58:00+09:00,2025-04-16,59,0.651,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-04-16T22:58:00+09:00
TRAIN_000039186,U061,F061,F061_WASHER,washer,F061_washer,usage,start,completed,quick_wash,2025-04-16T22:00:00+09:00,2025-04-16T23:03:00+09:00,2025-04-16,63,0.661,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T23:03:00+09:00
TRAIN_000023232,U036,F036,F036_DRYER,dryer,F036_dryer,usage,start,completed,bedding_dry,2025-04-16T22:03:00+09:00,2025-04-16T23:45:00+09:00,2025-04-16,102,1.131,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-04-16T23:45:00+09:00
TRAIN_000027476,U043,F043,F043_DISHWASHER,dishwasher,F043_dishwasher,usage,start,completed,intensive,2025-04-16T22:12:00+09:00,2025-04-16T23:28:00+09:00,2025-04-16,76,0.734,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T23:28:00+09:00
TRAIN_000056873,U089,F089,F089_DISHWASHER,dishwasher,F089_dishwasher,usage,start,completed,standard,2025-04-16T22:15:00+09:00,2025-04-16T23:48:00+09:00,2025-04-16,93,0.947,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,interval_and_frequency_change,2025-04-16T23:48:00+09:00
TRAIN_000038379,U060,F060,F060_DISHWASHER,dishwasher,F060_dishwasher,usage,start,completed,intensive,2025-04-16T22:17:00+09:00,2025-04-16T23:36:00+09:00,2025-04-16,79,0.929,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T23:36:00+09:00
TRAIN_000025546,U040,F040,F040_DISHWASHER,dishwasher,F040_dishwasher,usage,start,completed,intensive,2025-04-16T22:18:00+09:00,2025-04-16T23:51:00+09:00,2025-04-16,93,1.06,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T23:51:00+09:00
TRAIN_000015876,U025,F025,F025_DISHWASHER,dishwasher,F025_dishwasher,usage,start,completed,standard,2025-04-16T22:19:00+09:00,2025-04-16T23:29:00+09:00,2025-04-16,70,1.01,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T23:29:00+09:00
TRAIN_000019741,U031,F031,F031_DISHWASHER,dishwasher,F031_dishwasher,usage,start,completed,quick,2025-04-16T22:22:00+09:00,2025-04-16T23:47:00+09:00,2025-04-16,85,0.895,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T23:47:00+09:00
TRAIN_000046694,U073,F073,F073_DISHWASHER,dishwasher,F073_dishwasher,usage,start,completed,quick,2025-04-16T22:25:00+09:00,2025-04-17T00:18:00+09:00,2025-04-16,113,1.191,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-04-17T00:18:00+09:00
TRAIN_000054343,U085,F085,F085_DISHWASHER,dishwasher,F085_dishwasher,usage,start,completed,quick,2025-04-16T22:28:00+09:00,2025-04-16T23:45:00+09:00,2025-04-16,77,1.14,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-04-16T23:45:00+09:00
TRAIN_000000965,U002,F002,F002_DISHWASHER,dishwasher,F002_dishwasher,usage,start,completed,quick,2025-04-16T22:30:00+09:00,2025-04-16T23:42:00+09:00,2025-04-16,72,0.998,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T23:42:00+09:00
TRAIN_000054613,U085,F085,F085_DRYER,dryer,F085_dryer,usage,start,completed,normal_dry,2025-04-16T22:30:00+09:00,2025-04-17T00:01:00+09:00,2025-04-16,91,1.405,,multi_family_synthetic_thinq_like_log,train,base_routine,3,3,1,1,none,2025-04-17T00:01:00+09:00
TRAIN_000000307,U001,F001,F001_DISHWASHER,dishwasher,F001_dishwasher,usage,start,completed,intensive,2025-04-16T22:35:00+09:00,2025-04-17T00:15:00+09:00,2025-04-16,100,1.126,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-17T00:15:00+09:00
TRAIN_000008100,U013,F013,F013_DISHWASHER,dishwasher,F013_dishwasher,usage,start,completed,standard,2025-04-16T22:35:00+09:00,2025-04-16T23:47:00+09:00,2025-04-16,72,0.852,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-04-16T23:47:00+09:00
